%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83251.377,301.702,0.961,0.566,0.154,-0.144,-2.810,-0.334,1.070,1.882,1.622,-0.623,-1.281,-2.354,1.230,1.461,4.332,-2.336,4.397,3.140,0.934,0.564,-12.059,0.002,-0.730,0.002,535.048,336.269
83247.346,301.706,0.961,0.696,0.233,0.016,-3.351,-0.334,1.713,1.150,1.298,-0.830,-1.281,-2.568,-0.112,2.088,3.486,-1.912,4.293,1.779,1.038,0.226,-12.069,-0.017,-0.730,0.002,535.048,336.269
83243.315,301.701,0.961,0.395,0.075,0.176,-2.378,-1.672,1.820,1.777,1.298,-1.453,-1.815,-2.354,0.112,1.983,4.120,-3.186,4.502,2.931,0.623,-0.225,-10.070,-0.017,-0.598,0.002,535.048,336.269
83243.315,301.702,0.961,0.000,-0.083,-0.144,-3.242,-0.223,1.177,1.568,0.757,-0.934,-1.708,-2.247,0.559,1.775,4.331,-2.018,3.455,2.826,0.519,-0.338,-10.080,0.021,-0.588,0.001,535.048,336.269
83239.283,301.702,0.961,0.000,-0.083,0.016,-2.702,-0.223,2.248,1.254,1.298,-1.245,-1.708,-2.461,0.224,2.192,4.120,-2.336,4.711,1.465,1.350,0.226,-10.049,-0.017,-0.598,0.000,535.048,336.269
83247.346,301.699,0.961,0.000,-0.162,-0.144,-3.134,-1.003,1.927,1.987,0.541,-1.038,-1.815,-2.782,0.336,1.670,4.331,-1.805,3.979,2.617,-0.207,-0.225,-10.080,-0.036,-0.598,0.001,535.048,336.269
83235.252,301.699,0.961,0.000,-0.083,0.016,-2.702,-1.783,1.499,2.196,1.298,-1.557,-1.602,-1.819,-0.335,1.879,4.648,-2.443,4.188,2.512,1.246,-0.901,-10.070,0.041,-0.578,0.000,535.048,336.269
83235.252,301.702,0.961,0.000,-0.083,0.176,-2.810,-0.892,0.856,1.777,1.406,-1.142,-2.029,-2.461,0.447,1.044,3.909,-2.018,3.979,2.617,0.727,0.564,-10.080,-0.017,-0.588,0.002,535.048,336.269
83243.315,301.699,0.961,0.000,-0.083,-0.304,-3.891,-0.892,1.606,1.464,1.081,-0.934,-1.495,-2.461,0.783,1.983,3.803,-2.124,4.397,2.093,0.623,-0.338,-10.070,0.021,-0.598,0.001,535.048,336.269
83235.252,301.699,0.961,0.000,-0.004,0.336,-2.486,-1.226,1.499,2.091,0.324,-1.557,-2.242,-2.675,0.336,1.879,4.015,-2.867,3.979,2.617,0.519,-0.675,-10.059,-0.017,-0.598,0.001,535.048,336.269
83239.283,301.701,0.961,0.395,0.075,0.016,-2.810,-1.003,1.070,1.464,1.298,-2.076,-2.349,-2.247,0.224,1.775,4.226,-1.805,3.769,2.093,0.727,-1.463,-10.049,-0.017,-0.588,0.001,535.048,336.269
83243.315,301.701,0.961,0.000,-0.004,0.016,-3.134,-0.669,1.284,1.568,1.081,-1.038,-2.242,-1.926,-0.223,1.357,3.803,-2.230,4.502,2.198,0.311,-0.000,-10.049,-0.036,-0.609,0.001,535.048,336.269
83243.315,301.702,0.961,0.395,0.075,0.496,-3.783,-1.003,1.391,1.673,1.406,-1.142,-1.388,-2.461,0.559,1.879,3.064,-2.124,3.664,2.407,0.831,0.113,-10.049,0.002,-0.619,0.002,535.048,336.269
83239.283,301.699,0.961,0.000,-0.004,0.016,-2.594,-1.783,1.713,2.091,0.973,-0.934,-1.708,-1.926,-0.447,1.566,4.437,-2.974,4.083,2.198,0.415,-0.563,-10.039,0.002,-0.588,0.001,535.048,336.269
83235.252,301.701,0.961,0.000,-0.004,-0.144,-3.026,-0.000,0.856,1.777,0.865,-1.868,-1.708,-2.461,-0.000,1.148,4.437,-2.018,3.246,1.989,0.208,-0.788,-10.049,-0.056,-0.598,0.001,535.048,336.269
83239.283,301.702,0.961,0.000,-0.083,0.176,-2.918,-0.669,2.248,1.464,0.865,-1.453,-2.136,-2.675,0.112,1.461,3.909,-2.549,4.503,1.465,0.623,-0.000,-10.049,-0.017,-0.609,0.001,535.048,336.269
83243.315,301.701,0.961,0.566,0.154,-0.144,-3.567,-0.669,1.391,2.091,1.190,-1.349,-1.495,-2.889,-0.000,1.566,4.226,-2.336,3.979,2.512,0.104,0.226,-10.059,0.002,-0.598,0.001,535.048,336.269
83235.252,301.702,0.961,0.000,-0.083,0.016,-2.702,-2.006,1.606,1.673,1.298,-1.349,-1.495,-2.140,-0.335,2.088,4.120,-2.443,4.189,2.826,1.246,-0.563,-10.039,-0.017,-0.609,0.002,535.048,336.269
83247.346,301.701,0.961,0.000,-0.004,0.176,-3.026,0.112,1.177,1.882,1.406,-1.661,-1.815,-2.675,0.224,1.357,3.909,-2.230,3.456,2.407,0.519,-0.338,-10.049,-0.036,-0.598,0.002,535.048,336.269
83243.315,301.696,0.961,0.395,0.075,0.176,-2.918,-0.446,1.284,1.046,1.081,-1.972,-1.708,-2.568,-0.112,1.879,4.015,-2.230,4.189,1.675,0.104,-0.450,-10.049,0.002,-0.588,0.002,535.048,336.269
83247.346,301.702,0.961,0.000,-0.004,-0.304,-2.486,-1.115,1.177,1.777,0.433,-0.934,-1.708,-2.889,0.112,1.566,4.331,-2.761,3.875,2.617,0.519,-0.450,-10.039,0.002,-0.609,0.001,535.048,336.269
83239.283,301.702,0.961,0.000,-0.083,-0.144,-3.242,-0.892,1.177,1.464,1.514,-1.972,-1.922,-2.568,-0.335,1.879,3.803,-2.336,3.770,1.884,0.415,-1.351,-10.039,0.002,-0.598,0.001,535.048,336.269
83243.315,301.710,0.961,0.000,-0.004,-0.144,-3.567,-0.446,1.606,1.464,1.190,-1.142,-1.175,-2.461,-0.112,2.088,3.592,-2.018,3.769,1.989,0.415,0.338,-8.071,0.002,-0.476,0.001,535.048,336.269
83239.283,301.712,0.961,0.000,-0.004,0.016,-2.594,-1.226,1.177,1.987,0.541,-1.142,-1.708,-2.354,0.224,1.774,4.332,-2.336,4.188,2.826,0.727,-0.225,-8.060,-0.017,-0.476,0.001,535.048,336.269
83243.315,301.714,0.961,0.000,-0.004,0.016,-3.026,-1.449,1.070,1.255,0.865,-1.868,-1.175,-2.140,0.224,1.148,3.909,-1.593,3.350,2.093,1.142,-0.450,-8.071,0.002,-0.487,0.002,535.048,336.269
83239.283,301.709,0.961,0.000,-0.004,0.176,-3.026,-0.669,1.820,1.673,1.081,-1.038,-2.242,-2.033,0.224,1.044,4.226,-1.381,4.502,1.884,0.727,0.226,-8.071,0.002,-0.466,0.002,535.048,336.269
83239.283,301.710,0.961,0.000,-0.083,0.176,-3.459,-0.892,1.927,1.568,1.081,-1.245,-1.602,-2.675,-0.335,1.879,3.275,-2.230,3.979,2.512,0.623,0.113,-8.071,-0.017,-0.476,0.001,535.048,336.269
83239.283,301.709,0.961,0.395,0.075,0.016,-2.270,-2.118,1.284,1.568,0.865,-0.934,-1.922,-2.247,-0.446,1.357,4.120,-2.443,4.397,2.617,0.831,-0.113,-8.071,0.002,-0.456,0.001,535.048,336.269
83239.283,301.709,0.961,0.000,-0.004,0.016,-3.459,-0.669,0.535,2.091,0.865,-1.972,-2.029,-2.889,-0.223,0.939,3.486,-2.230,3.036,2.512,1.038,-0.450,-8.071,-0.017,-0.466,0.001,535.048,336.269
83239.283,301.709,0.961,0.000,-0.004,-0.144,-1.945,-0.334,2.034,1.255,0.865,-0.934,-1.602,-2.354,0.112,1.983,4.120,-1.912,3.874,1.779,1.246,0.338,-8.081,-0.017,-0.476,0.001,535.048,336.269
83235.252,301.712,0.961,0.000,-0.083,-0.144,-3.134,-0.892,1.927,2.405,0.865,-1.142,-1.175,-2.354,0.447,2.401,4.437,-2.230,3.979,2.407,0.727,0.113,-8.029,-0.017,-0.466,0.002,535.048,336.269
83243.315,301.712,0.961,0.395,0.075,-0.144,-2.810,-0.780,1.499,2.405,1.622,-1.245,-1.708,-1.819,-0.447,2.296,3.909,-2.443,4.816,2.617,1.453,-0.450,-8.060,-0.036,-0.476,0.002,535.048,336.269
83247.346,301.710,0.961,0.000,-0.004,-0.144,-3.134,-0.111,1.284,1.777,1.406,-0.934,-1.815,-2.140,0.671,0.835,4.332,-2.443,4.083,2.617,0.831,0.451,-8.071,-0.056,-0.487,0.001,535.048,336.269
83235.252,301.709,0.961,0.000,-0.004,-0.144,-3.026,-0.557,2.248,1.150,1.622,-1.038,-1.281,-1.926,0.336,2.610,3.592,-1.699,4.293,1.989,0.727,0.226,-8.060,0.021,-0.466,0.001,535.048,336.269
83235.252,301.712,0.961,0.395,0.075,-0.144,-2.702,-0.892,1.713,2.300,0.757,-0.934,-1.922,-2.568,0.671,2.192,4.543,-2.336,4.397,2.826,0.519,-0.563,-8.050,-0.017,-0.476,0.001,535.048,336.269
83243.315,301.710,0.961,0.000,-0.004,-0.144,-2.486,-0.446,1.391,1.568,1.514,-2.076,-1.708,-2.033,0.112,1.879,4.015,-1.699,4.188,2.198,1.142,-0.788,-8.050,0.002,-0.487,0.002,535.048,336.269
83243.315,301.714,0.961,0.000,-0.004,-0.144,-3.026,-0.446,1.606,1.673,0.865,-0.727,-2.669,-2.247,0.671,1.461,3.909,-1.805,4.188,2.617,0.623,0.113,-8.060,-0.017,-0.476,0.001,535.048,336.269
83235.252,301.712,0.961,0.395,0.075,-0.144,-3.459,-0.780,1.391,1.673,1.081,-0.727,-1.602,-2.889,0.000,2.088,3.486,-2.124,3.979,2.512,0.831,-0.338,-8.060,-0.036,-0.466,0.001,535.048,336.269
83247.346,301.712,0.961,0.395,0.075,0.016,-2.594,-1.895,1.391,1.882,0.757,-1.038,-1.495,-1.819,0.224,1.670,4.543,-3.186,4.293,2.303,0.519,-0.000,-8.060,-0.036,-0.476,0.001,535.048,336.269
83239.283,301.712,0.961,0.566,0.154,0.016,-2.702,-0.892,0.856,1.359,1.081,-1.142,-1.815,-1.819,1.118,1.774,3.698,-2.230,3.455,2.407,0.208,-0.450,-8.060,-0.036,-0.466,0.001,535.048,336.269
83243.315,301.709,0.961,0.000,-0.083,-0.144,-2.702,-0.557,1.499,1.777,0.865,-1.349,-2.136,-2.461,0.671,1.461,4.226,-2.124,4.397,1.884,0.831,-0.000,-8.060,-0.036,-0.487,0.001,535.048,336.269
83243.315,301.712,0.961,0.000,-0.004,0.176,-3.567,-0.892,1.284,1.673,1.081,-0.934,-1.175,-2.675,-0.223,1.566,4.015,-1.912,3.874,2.407,0.415,0.451,-8.040,0.002,-0.497,0.001,535.048,336.269
83247.346,301.723,0.961,0.000,-0.083,0.176,-2.486,-1.449,1.606,1.882,1.839,-1.141,-1.281,-1.605,-0.447,1.983,4.120,-2.230,4.397,2.512,1.142,-0.901,-3.208,-0.036,-0.151,-0.000,535.048,336.269
83239.283,301.720,0.961,0.000,-0.162,0.016,-3.026,-0.446,0.963,1.882,1.839,-1.245,-1.708,-2.247,0.336,0.522,4.226,-2.124,3.874,2.198,0.831,0.564,-3.208,0.002,-0.151,0.001,535.048,336.269
83247.346,301.722,0.961,0.000,-0.083,0.176,-3.026,-1.337,1.499,0.941,1.190,-1.141,-2.029,-2.461,0.112,1.461,3.909,-2.336,3.769,1.779,1.142,0.338,-3.188,-0.017,-0.151,-0.000,535.048,336.269
83239.283,301.718,0.961,0.000,-0.004,-0.464,-2.918,-1.337,1.499,2.196,0.541,-1.349,-1.708,-2.568,0.000,2.192,4.648,-2.443,4.188,2.198,0.208,-0.113,-3.198,-0.036,-0.131,0.000,535.048,336.269
83243.315,301.722,0.961,0.000,-0.004,-0.144,-3.242,-1.449,1.499,1.568,1.406,-1.141,-1.815,-2.461,-0.447,1.670,4.331,-2.443,4.083,2.198,0.831,-0.675,-3.208,-0.017,-0.151,-0.000,535.048,336.269
83251.377,301.722,0.961,0.000,-0.083,0.336,-3.026,-0.669,1.177,1.882,0.865,-1.349,-1.602,-2.461,0.224,1.253,4.120,-2.230,4.083,2.198,0.623,0.451,-3.229,-0.036,-0.151,0.001,535.048,336.269
83247.346,301.723,0.961,0.000,-0.004,0.336,-3.351,-0.446,1.070,1.673,1.298,-1.245,-1.708,-2.568,0.336,2.192,3.909,-1.912,4.502,2.093,1.246,0.677,-3.198,-0.036,-0.161,-0.000,535.048,336.269
83247.346,301.720,0.961,0.000,-0.004,0.176,-2.594,-1.226,1.391,1.882,0.649,-1.245,-1.602,-2.033,0.336,2.192,4.543,-2.443,4.293,2.826,0.000,-0.113,-3.208,-0.036,-0.141,-0.000,535.048,336.269
83243.315,301.720,0.961,0.000,-0.004,0.176,-2.918,-0.446,1.606,2.091,1.081,-2.387,-2.029,-2.354,0.112,2.088,4.226,-2.124,4.083,2.303,1.038,-0.338,-3.188,0.021,-0.121,-0.000,535.048,336.269
83255.409,301.722,0.961,0.806,0.312,0.176,-3.351,-0.780,1.820,1.568,1.514,-1.142,-2.029,-2.140,0.559,0.835,4.015,-2.443,4.607,2.303,0.831,-0.113,-3.208,-0.017,-0.141,0.000,535.048,336.269
83243.315,301.720,0.961,0.000,-0.004,-0.304,-3.567,-1.003,1.391,1.673,1.190,-1.038,-0.961,-2.568,0.112,2.401,3.486,-2.124,4.188,2.407,0.623,0.113,-3.198,-0.036,-0.151,-0.001,535.048,336.269
83247.346,301.725,0.961,0.000,-0.004,0.176,-2.702,-1.895,1.499,1.777,1.081,-0.519,-1.068,-2.247,-0.112,1.879,4.331,-2.655,3.979,2.512,0.831,-0.000,-3.198,-0.036,-0.141,-0.000,535.048,336.269
83247.346,301.722,0.961,0.395,0.075,0.336,-3.242,0.112,1.391,2.091,1.081,-1.661,-1.602,-1.712,0.783,1.774,4.120,-1.487,3.141,2.407,0.519,-0.113,-3.198,-0.017,-0.141,0.000,535.048,336.269
83239.283,301.722,0.961,0.566,0.154,-0.144,-2.918,-0.000,1.713,1.568,1.298,-0.830,-2.349,-2.354,0.224,1.983,4.226,-2.124,4.503,1.779,0.831,-0.113,-3.198,0.002,-0.131,0.000,535.048,336.269
83247.346,301.722,0.961,0.000,-0.004,0.016,-3.134,-1.003,2.034,2.300,1.081,-1.557,-1.922,-2.889,0.112,1.879,4.331,-2.230,4.084,2.721,0.519,-0.000,-3.188,-0.017,-0.141,-0.000,535.048,336.269
83243.315,301.722,0.961,0.000,-0.004,0.016,-2.918,-1.560,1.391,2.300,1.298,-1.245,-2.029,-2.247,-0.670,1.461,4.331,-2.549,4.189,2.617,1.142,-0.338,-3.198,-0.017,-0.151,0.000,535.048,336.269
83243.315,301.722,0.961,0.395,0.075,0.016,-3.675,-0.446,0.749,1.882,1.081,-1.972,-1.602,-2.568,0.335,1.044,3.909,-2.124,3.665,2.407,0.415,-0.338,-3.188,-0.036,-0.151,0.000,535.048,336.269
83243.315,301.717,0.961,0.000,-0.004,0.016,-3.026,-0.892,1.713,1.150,0.865,-1.245,-2.349,-2.033,0.447,2.714,3.803,-2.124,3.665,1.151,0.623,-0.563,-3.208,-0.036,-0.151,-0.000,535.048,336.269
83239.283,301.720,0.961,0.000,-0.083,-0.144,-3.026,-1.226,1.177,2.300,0.865,-1.038,-2.029,-3.103,0.447,1.774,3.909,-2.230,4.189,2.093,0.000,-0.225,-3.198,-0.017,-0.141,0.000,535.048,336.269
83263.472,301.718,0.961,0.566,0.154,-0.304,-3.242,-1.337,1.713,1.882,1.081,-1.764,-2.136,-2.354,-0.781,2.296,4.437,-2.761,4.189,2.721,0.623,-0.788,-3.177,-0.017,-0.141,0.000,535.048,336.269
83243.315,301.727,0.961,0.000,-0.083,0.496,-3.567,-1.783,1.606,1.568,0.649,-0.830,-1.388,-1.819,-0.112,1.670,4.331,-2.443,3.455,2.198,0.831,-0.675,2.039,-0.017,0.215,0.000,535.048,336.269
83243.315,301.730,0.961,0.566,0.154,0.336,-2.702,-0.223,0.856,2.195,0.973,-1.453,-1.815,-2.247,0.895,1.044,4.543,-2.230,3.769,2.826,0.519,0.113,2.060,-0.017,0.194,-0.000,535.048,336.269
83243.315,301.727,0.961,0.566,0.154,0.656,-2.594,-1.003,2.355,1.464,1.298,-1.141,-2.029,-2.140,0.559,1.983,3.909,-1.912,4.083,1.465,0.831,0.226,2.050,-0.036,0.194,-0.000,535.048,336.269
83239.283,301.728,0.961,0.566,0.154,0.336,-2.810,-0.780,2.034,2.509,0.973,-1.038,-1.281,-2.996,0.447,2.505,4.543,-1.912,4.188,2.617,0.519,0.338,2.039,-0.036,0.204,-0.000,535.048,336.269
83243.315,301.731,0.961,0.000,-0.004,-0.144,-3.134,-1.226,1.284,1.568,1.839,-1.557,-1.708,-2.140,-0.112,1.983,4.437,-2.124,4.293,2.198,1.557,-0.450,2.060,-0.036,0.204,-0.002,535.048,336.269
83239.283,301.728,0.961,0.395,0.075,0.016,-2.594,0.112,1.070,2.196,1.298,-1.245,-1.602,-1.712,1.342,0.835,4.015,-1.912,4.083,2.617,0.727,-0.113,2.060,-0.036,0.184,0.000,535.048,336.269
83243.315,301.728,0.961,0.566,0.154,0.336,-3.459,-0.557,1.606,1.464,1.190,-1.453,-1.922,-2.140,0.671,1.879,3.381,-2.230,4.188,2.093,1.350,-0.225,2.050,-0.056,0.215,0.001,535.048,336.269
83243.315,301.730,0.961,0.395,0.075,0.016,-2.270,-1.003,1.070,1.987,1.081,-1.038,-1.602,-2.247,0.671,2.296,4.543,-2.443,4.502,3.140,0.727,0.338,2.039,-0.056,0.194,0.000,535.048,336.269
83243.315,301.728,0.961,0.000,-0.004,0.176,-2.594,-1.003,1.070,2.091,1.622,-1.972,-1.708,-1.926,0.559,1.461,3.909,-1.912,3.664,2.407,0.934,-0.450,2.018,-0.036,0.194,-0.000,535.048,336.269
83247.346,301.730,0.961,0.000,-0.004,-0.304,-2.918,-0.780,1.606,1.882,1.190,-0.830,-1.922,-2.247,0.895,1.983,4.015,-1.912,4.502,1.989,1.038,0.564,2.018,-0.036,0.194,0.000,535.048,336.269
83243.315,301.728,0.961,0.000,-0.004,0.016,-3.351,-0.557,1.713,1.673,0.973,-0.934,-1.388,-2.568,0.447,1.774,4.120,-1.805,4.293,2.617,0.727,-0.000,2.018,-0.075,0.194,0.000,535.048,336.269
83239.283,301.727,0.961,0.566,0.154,-0.144,-2.594,-1.337,1.177,1.568,0.973,-1.349,-2.029,-1.819,-0.112,2.088,4.120,-2.974,3.979,2.721,1.142,-0.338,2.039,-0.056,0.194,0.001,535.048,336.269
83247.346,301.730,0.961,0.000,-0.004,-0.464,-2.702,-0.334,1.070,1.987,1.839,-2.076,-1.815,-2.247,0.559,1.774,4.015,-2.124,3.770,3.349,0.623,-0.788,2.039,-0.056,0.194,0.000,535.048,336.269
83247.346,301.728,0.961,0.000,-0.162,-0.304,-2.810,-0.000,1.927,1.464,1.406,-1.038,-2.349,-2.033,0.783,1.774,4.860,-2.124,4.712,1.884,1.038,-0.113,2.029,0.002,0.194,0.000,535.048,336.269
83243.315,301.731,0.961,0.000,-0.083,0.176,-2.270,-0.334,1.927,2.196,1.081,-1.245,-1.922,-2.782,0.335,2.296,4.226,-2.018,3.875,2.512,0.623,0.790,2.050,-0.036,0.194,0.001,535.048,336.269
83231.220,301.730,0.961,0.000,-0.004,-0.144,-2.378,-1.560,1.927,1.568,1.730,-1.453,-1.602,-2.247,-0.447,1.774,4.015,-2.655,4.398,2.617,1.142,-0.113,2.029,-0.036,0.194,-0.000,535.048,336.269
83239.283,301.730,0.961,0.395,0.075,-0.304,-2.918,-0.334,1.391,2.091,1.081,-0.830,-1.495,-1.819,1.006,1.566,4.120,-1.805,3.770,2.826,0.623,0.451,2.029,-0.056,0.194,-0.001,535.048,336.269
83243.315,301.730,0.961,0.395,0.075,-0.464,-3.026,-1.003,1.391,1.359,1.190,-0.623,-1.495,-1.819,0.895,2.296,4.120,-2.124,4.189,2.198,1.038,0.338,2.039,0.002,0.184,0.001,535.048,336.269
83239.283,301.728,0.961,0.806,0.312,-0.304,-2.162,-0.446,1.820,2.196,0.216,-1.245,-1.495,-2.354,0.335,2.192,4.543,-2.336,4.608,2.512,0.727,-0.225,2.029,-0.056,0.204,0.001,535.048,336.269
83243.315,301.728,0.961,0.000,-0.004,-0.304,-2.594,-0.557,1.499,1.568,1.514,-1.557,-1.068,-2.140,-0.112,1.566,4.754,-1.805,3.770,2.303,0.623,-0.450,2.029,-0.036,0.194,-0.000,535.048,336.269
83243.315,301.736,0.961,0.000,-0.004,0.336,-3.351,-0.557,1.713,1.673,1.081,-1.038,-1.068,-2.889,0.447,2.296,3.592,-2.018,4.293,2.407,0.519,-0.450,7.589,-0.017,0.570,0.000,535.048,336.269
83239.283,301.739,0.961,0.000,-0.004,0.016,-2.378,-1.560,1.606,1.673,0.865,-1.557,-1.388,-2.247,0.112,1.670,4.332,-3.080,4.188,2.617,0.623,-0.450,7.578,-0.017,0.570,0.000,535.048,336.269
83239.283,301.733,0.961,0.566,0.154,0.336,-2.918,-0.446,1.177,1.882,1.190,-2.076,-1.281,-2.247,-0.223,1.461,4.543,-2.124,3.664,2.931,0.208,-0.563,7.589,-0.017,0.550,0.001,535.048,336.269
83243.315,301.736,0.961,0.566,0.154,0.176,-2.918,-1.115,1.713,1.464,1.081,-0.830,-2.242,-2.354,0.224,1.879,4.226,-2.018,4.188,2.198,0.623,-0.113,7.578,-0.036,0.580,0.000,535.048,336.269
83243.315,301.733,0.961,0.000,-0.004,0.336,-3.351,-0.111,1.499,2.509,1.406,-1.142,-0.961,-2.568,-0.000,1.983,3.698,-1.699,4.188,2.407,0.831,-0.338,7.578,-0.056,0.550,0.002,535.048,336.269
83243.315,301.733,0.961,0.000,-0.004,0.176,-3.242,-1.003,1.391,1.568,1.406,-0.934,-1.068,-1.712,-0.446,1.357,4.437,-2.549,4.502,2.931,1.246,0.113,7.589,-0.036,0.570,-0.001,535.048,336.269
83247.346,301.733,0.961,0.566,0.154,0.336,-3.134,-0.446,1.284,1.987,1.622,-1.453,-1.495,-2.140,0.336,1.566,3.909,-2.018,3.979,2.407,0.831,0.226,7.568,-0.017,0.550,0.000,535.048,336.269
83239.283,301.733,0.961,0.566,0.154,0.176,-2.810,-0.780,1.927,1.464,1.622,-1.661,-2.349,-2.461,0.447,2.088,3.909,-2.230,4.502,1.989,0.831,-0.000,7.589,-0.017,0.570,-0.000,535.048,336.269
83235.252,301.731,0.961,0.000,-0.162,0.336,-3.134,-1.115,1.499,1.568,1.298,-1.038,-1.815,-2.889,0.559,2.088,4.754,-1.912,4.397,3.140,0.831,0.564,7.568,-0.036,0.560,0.001,535.048,336.269
83247.346,301.733,0.961,0.566,0.154,0.016,-2.378,-1.226,1.713,1.568,1.190,-1.245,-1.388,-1.819,-0.223,1.566,4.015,-2.230,4.188,2.721,1.350,-1.013,7.568,0.002,0.560,0.001,535.048,336.269
83243.315,301.733,0.961,0.000,-0.083,0.016,-2.810,-0.446,1.284,2.196,1.298,-0.934,-1.388,-2.140,0.895,1.566,4.754,-2.443,3.979,1.989,1.038,0.564,7.589,-0.056,0.580,0.001,535.048,336.269
83235.252,301.730,0.961,0.395,0.075,0.016,-3.351,-0.780,2.034,1.150,1.406,-1.038,-1.495,-2.782,0.000,2.714,4.015,-2.443,3.874,1.675,0.831,0.226,7.589,-0.017,0.540,0.000,535.048,336.269
83239.283,301.730,0.961,0.566,0.154,0.176,-3.134,-0.780,1.391,2.091,0.757,-1.349,-1.815,-2.247,0.336,1.357,4.332,-2.443,3.770,2.826,0.415,-0.338,7.589,0.002,0.560,0.000,535.048,336.269
83239.283,301.733,0.961,0.395,0.075,0.016,-3.134,-0.892,1.499,1.882,2.055,-1.142,-1.922,-2.140,-0.112,1.357,4.120,-1.912,4.084,2.512,1.038,-0.675,7.599,-0.036,0.570,0.001,535.048,336.269
83247.346,301.730,0.961,0.000,-0.162,0.176,-2.810,-0.334,1.177,1.987,1.298,-0.727,-1.495,-2.247,0.336,0.731,4.120,-2.124,3.875,2.617,1.142,0.451,7.589,-0.036,0.550,0.001,535.048,336.269
83243.315,301.735,0.961,0.000,-0.083,-0.144,-3.567,-0.669,1.499,1.359,1.298,-1.245,-1.495,-2.247,0.559,2.192,3.592,-2.230,4.084,2.512,1.038,-0.113,7.578,-0.036,0.570,-0.000,535.048,336.269
83251.377,301.730,0.961,0.000,-0.083,0.016,-3.026,-1.337,1.499,1.464,1.081,-1.453,-0.961,-2.247,0.336,2.088,4.120,-3.186,4.503,2.093,0.934,-0.113,7.589,-0.036,0.560,-0.000,535.048,336.269
83235.252,301.731,0.961,0.000,-0.162,-0.144,-2.486,-0.000,1.070,1.673,1.514,-2.180,-1.388,-2.461,0.336,1.879,3.592,-1.593,3.770,2.093,1.038,-0.675,7.589,-0.017,0.560,-0.000,535.048,336.269
83247.346,301.731,0.961,0.000,-0.004,-0.144,-3.026,-0.892,1.499,2.091,1.406,-0.934,-2.136,-2.354,0.336,1.357,4.015,-2.124,4.189,2.093,0.415,-0.000,7.599,-0.017,0.560,0.001,535.048,336.269
83243.315,301.727,0.961,0.566,0.154,-0.144,-3.459,-0.780,1.820,1.464,0.757,-1.245,-1.602,-3.210,-0.223,2.088,3.275,-2.124,3.665,2.617,0.623,-0.450,7.578,-0.017,0.540,0.001,535.048,336.269
83255.409,301.736,0.961,0.902,0.391,-0.144,-3.134,-0.669,1.284,1.673,0.649,-1.349,-1.495,-2.889,0.336,1.461,4.226,-2.549,3.874,2.303,0.104,-0.000,12.253,-0.017,0.855,0.000,535.048,336.269
83247.346,301.736,0.961,0.566,0.154,0.016,-2.702,-1.895,1.177,1.777,1.514,-1.557,-1.815,-2.140,-1.005,1.670,4.437,-2.018,4.083,2.512,0.934,-1.013,12.243,-0.036,0.875,0.001,535.048,336.269
83239.283,301.738,0.961,0.697,0.233,-0.144,-3.242,-0.334,1.177,1.568,1.406,-1.245,-1.602,-2.889,0.671,0.835,3.909,-1.912,3.560,1.779,0.104,-0.113,12.232,-0.017,0.865,0.002,535.048,336.269
83247.346,301.738,0.961,0.697,0.233,-0.304,-3.026,-1.226,1.927,0.941,1.406,-1.453,-1.922,-2.461,-0.223,1.774,3.592,-2.443,4.188,1.570,1.142,-0.113,12.243,-0.056,0.855,0.002,535.048,336.269
83243.315,301.739,0.961,0.697,0.233,-0.464,-2.918,-1.337,1.284,2.091,0.649,-1.349,-1.388,-2.675,-0.000,2.088,4.120,-3.080,4.502,2.303,0.208,-0.338,12.232,-0.036,0.865,0.001,535.048,336.269
83247.346,301.739,0.961,0.697,0.233,-0.144,-2.486,-0.892,1.391,1.046,1.190,-1.764,-1.815,-2.568,0.224,1.774,3.909,-2.336,4.083,2.198,0.623,-1.126,12.232,-0.017,0.865,0.001,535.048,336.269
83251.377,301.739,0.961,0.696,0.233,-0.144,-2.810,-0.446,1.713,1.359,1.514,-0.830,-2.563,-2.247,0.783,1.044,3.803,-2.230,4.083,2.303,0.727,0.790,12.243,-0.036,0.875,0.001,535.048,336.269
83239.283,301.738,0.961,0.806,0.312,-0.144,-3.459,-0.780,1.713,1.882,1.081,-1.038,-1.495,-2.461,-0.223,1.983,3.486,-2.018,4.397,2.303,0.727,-0.000,12.232,-0.036,0.855,0.002,535.048,336.269
